;Flux density B 2021-03-18 16:56:09;
;2021-03-18T15:56:09.000Z;
t;B;
t/s;B/T;

0 ;-0.00404267
0.2 ;-0.00410787
0.4 ;-0.00410787
0.6 ;-0.00410787
0.8 ;-0.00410787
1 ;-0.00410787
1.2 ;-0.00410787
1.4 ;-0.00410787
1.6 ;-0.00410787
1.8 ;-0.00410787
2 ;-0.00410787
2.2 ;-0.00352103
2.4 ;0.00149957
2.6 ;0.00991133
2.8 ;0.0219088
3 ;0.0447954
3.2 ;0.0620744
3.4 ;0.0863954
3.6 ;0.0929815
3.8 ;0.100676
4 ;0.103414
4.2 ;0.113129
4.4 ;0.114368
4.6 ;0.119455
4.8 ;0.120954
5 ;0.124149
5.2 ;0.130539
5.4 ;0.136994
5.6 ;0.140711
5.8 ;0.145275
6 ;0.161837
6.2 ;0.163533
6.4 ;0.163467
6.6 ;0.163597
6.8 ;0.174422
7 ;0.181007
7.2 ;0.186745
7.4 ;0.188962
7.6 ;0.192287
7.8 ;0.197113
8 ;0.203438
8.2 ;0.208915
8.4 ;0.208719
8.6 ;0.208654
8.8 ;0.208784
9 ;0.20885
9.2 ;0.20911
9.4 ;0.215044
9.6 ;0.21537
9.8 ;0.221108
10 ;0.224498
10.2 ;0.227954
10.4 ;0.230107
10.6 ;0.230107
10.8 ;0.230498
11 ;0.232649
11.2 ;0.235779
11.4 ;0.237018
11.6 ;0.237148
11.8 ;0.240408
12 ;0.240539
12.2 ;0.24419
12.4 ;0.244125
12.6 ;0.244125
12.8 ;0.244516
13 ;0.244516
13.2 ;0.247777
13.4 ;0.249015
13.6 ;0.24895
13.8 ;0.251884
14 ;0.25358
14.2 ;0.255731
14.4 ;0.255796
14.6 ;0.255927
14.8 ;0.257166
15 ;0.257166
15.2 ;0.257427
15.4 ;0.258861
15.6 ;0.258861
15.8 ;0.258861
16 ;0.258796
16.2 ;0.258796
16.4 ;0.258796
16.6 ;0.258731
16.8 ;0.258731
17 ;0.258731
17.2 ;0.258731
