;Current I 2021-03-18 16:59:38;
;2021-03-18T15:59:38.000Z;
t;I;
t/s;I/A;

49.4 ;-0.00675468
49.6 ;-0.000614062
49.8 ;-0.00675468
50 ;-0.000614062
50.2 ;-0.00675468
50.4 ;-0.00675468
50.6 ;-0.000614062
50.8 ;-0.00675468
51 ;-0.000614062
51.2 ;-0.00675468
51.4 ;-0.000614062
51.6 ;-0.00675468
51.8 ;-0.000614062
52 ;0.00245625
52.2 ;-0.00368437
52.4 ;0.00245625
52.6 ;-0.00368437
52.8 ;-0.00368437
53 ;-0.000614062
53.2 ;-0.00368437
53.4 ;-0.00675468
53.6 ;-0.00368437
53.8 ;-0.0313172
54 ;-0.05895
54.2 ;-0.129567
54.4 ;-0.184833
54.6 ;-0.240098
54.8 ;-0.319926
55 ;-0.378262
55.2 ;-0.436598
55.4 ;-0.540989
55.6 ;-0.605465
55.8 ;-0.608535
56 ;-0.608535
56.2 ;-0.630028
56.4 ;-0.688364
56.6 ;-0.712926
56.8 ;-0.746699
57 ;-0.768192
57.2 ;-0.817317
57.4 ;-0.85109
57.6 ;-0.85109
57.8 ;-0.881793
58 ;-0.878723
58.2 ;-0.881793
58.4 ;-0.878723
58.6 ;-0.891004
58.8 ;-0.894074
59 ;-0.891004
59.2 ;-0.903285
59.4 ;-0.924777
59.6 ;-0.958551
59.8 ;-0.995395
60 ;-1.0261
60.2 ;-1.03224
60.4 ;-1.08136
60.6 ;-1.07215
60.8 ;-1.11207
61 ;-1.11207
61.2 ;-1.12742
61.4 ;-1.12128
61.6 ;-1.11514
61.8 ;-1.14584
62 ;-1.23181
62.2 ;-1.29321
62.4 ;-1.32699
62.6 ;-1.38839
62.8 ;-1.42217
63 ;-1.4191
63.2 ;-1.46515
63.4 ;-1.502
63.6 ;-1.51121
63.8 ;-1.54498
64 ;-1.58182
64.2 ;-1.62174
64.4 ;-1.63402
64.6 ;-1.65244
64.8 ;-1.66472
65 ;-1.6985
65.2 ;-1.7292
65.4 ;-1.75069
65.6 ;-1.78446
65.8 ;-1.7906
66 ;-1.84587
66.2 ;-1.8735
66.4 ;-1.88271
66.6 ;-1.87657
66.8 ;-1.9257
67 ;-1.95333
67.2 ;-1.94412
67.4 ;-1.95026
67.6 ;-1.94719
67.8 ;-1.94719
68 ;-1.94105
68.2 ;-1.97482
68.4 ;-1.98403
68.6 ;-1.9871
68.8 ;-1.98096
69 ;-1.9871
69.2 ;-2.02395
